time_s,explored_fraction
0.0,0.0
0.1,0.10234192037470725
0.2,0.10327868852459017
0.3,0.10444964871194379
0.4,0.1063231850117096
0.5,0.10749414519906324
0.6,0.10889929742388758
0.7,0.10983606557377049
0.8,0.1107728337236534
0.9,0.1117096018735363
1.0,0.11241217798594848
1.1,0.11381733021077284
1.2,0.11475409836065574
1.3,0.1161592505854801
1.4,0.11779859484777518
1.5,0.11850117096018735
1.6,0.11920374707259954
1.7,0.12084309133489461
1.8,0.1224824355971897
1.9,0.12365339578454333
2.0,0.12459016393442623
2.1,0.1252927400468384
2.2,0.12669789227166275
2.3,0.12810304449648713
2.4,0.12927400468384076
2.5,0.13091334894613582
2.6,0.13185011709601874
2.7,0.1325526932084309
2.8,0.13395784543325526
2.9,0.13442622950819672
3.0,0.1358313817330211
3.1,0.13653395784543326
3.2,0.1377049180327869
3.3,0.13840749414519907
3.4,0.1398126463700234
3.5,0.14074941451990633
3.6,0.14215456674473068
3.7,0.14285714285714285
3.8,0.14473067915690865
3.9,0.14707259953161592
4.0,0.14800936768149883
4.1,0.1484777517564403
4.2,0.14988290398126464
4.3,0.1505854800936768
4.4,0.15128805620608898
4.5,0.15362997658079625
4.6,0.15433255269320842
4.7,0.1576112412177986
4.8,0.15807962529274006
4.9,0.15971896955503512
5.0,0.16065573770491803
5.1,0.1629976580796253
5.2,0.16440281030444964
5.3,0.16533957845433256
5.4,0.16697892271662765
5.5,0.16885245901639345
5.6,0.17002341920374708
5.7,0.17142857142857143
5.8,0.17447306791569087
5.9,0.17611241217798596
6.0,0.17798594847775176
6.1,0.18009367681498828
6.2,0.18243559718969554
6.3,0.18337236533957846
6.4,0.1845433255269321
6.5,0.18571428571428572
6.6,0.18758782201405153
6.7,0.1885245901639344
6.8,0.19110070257611242
6.9,0.1939110070257611
7.0,0.19531615925058549
7.1,0.1971896955503513
7.2,0.19812646370023418
7.3,0.19953161592505855
7.4,0.20070257611241218
7.5,0.202576112412178
7.6,0.20398126463700234
7.7,0.2044496487119438
7.8,0.20702576112412177
7.9,0.20960187353629978
8.0,0.21100702576112412
8.1,0.21217798594847775
8.2,0.21334894613583139
8.3,0.21569086651053865
8.4,0.2161592505854801
8.5,0.21873536299765808
8.6,0.22014051522248243
8.7,0.22201405152224823
8.8,0.22365339578454332
8.9,0.22482435597189696
9.0,0.2269320843091335
9.1,0.2281030444964871
9.2,0.23021077283372365
9.3,0.23138173302107728
9.4,0.23278688524590163
9.5,0.234192037470726
9.6,0.23559718969555035
9.7,0.2370023419203747
9.8,0.23770491803278687
9.9,0.2386416861826698
10.0,0.24098360655737705
10.1,0.2423887587822014
10.2,0.2442622950819672
10.3,0.24543325526932083
10.4,0.2468384074941452
10.5,0.24847775175644027
10.6,0.24894613583138173
10.7,0.25105386416861825
10.8,0.25245901639344265
10.9,0.2536299765807963
11.0,0.25550351288056206
11.1,0.2578454332552693
11.2,0.25878220140515223
11.3,0.2613583138173302
11.4,0.2629976580796253
11.5,0.2644028103044497
11.6,0.26533957845433254
11.7,0.26721311475409837
11.8,0.268384074941452
11.9,0.27002341920374706
12.0,0.27049180327868855
12.1,0.2721311475409836
12.2,0.27400468384074944
12.3,0.2754098360655738
12.4,0.27775175644028105
12.5,0.2791569086651054
12.6,0.2796252927400468
12.7,0.28079625292740046
12.8,0.28149882903981266
12.9,0.28337236533957844
13.0,0.28524590163934427
13.1,0.28852459016393445
13.2,0.2896955503512881
13.3,0.29063231850117094
13.4,0.2911007025761124
13.5,0.29180327868852457
13.6,0.2939110070257611
13.7,0.2946135831381733
13.8,0.2962529274004684
13.9,0.2976580796252927
14.0,0.2997658079625293
14.1,0.30234192037470725
14.2,0.3037470725995316
14.3,0.3046838407494145
14.4,0.30655737704918035
14.5,0.3070257611241218
14.6,0.3081967213114754
14.7,0.3091334894613583
14.8,0.31124121779859487
14.9,0.311943793911007
15.0,0.3142857142857143
15.1,0.31592505854800934
15.2,0.31662763466042154
15.3,0.3185011709601874
15.4,0.32060889929742387
