time_s,explored_fraction
0.0,0.0
0.1,0.09467734338200659
0.2,0.09632595383890721
0.3,0.0970325011775789
0.4,0.09797456429580782
0.5,0.0993876589731512
0.6,0.10150730098916627
0.7,0.10362694300518134
0.8,0.10456900612341027
0.9,0.10598210080075365
1.0,0.10786622703721149
1.1,0.10904380593499764
1.2,0.11022138483278379
1.3,0.11234102684879888
1.4,0.11375412152614225
1.5,0.1156382477626001
1.6,0.11658031088082901
1.7,0.11869995289684408
1.8,0.1203485633537447
1.9,0.1210551106924164
2.0,0.12223268959020255
2.1,0.12364578426754592
2.2,0.12435233160621761
2.3,0.125765426283561
2.4,0.1267074894017899
2.5,0.12835609985869054
2.6,0.13024022609514838
2.7,0.1311822892133773
2.8,0.131888836552049
2.9,0.13377296278850684
3.0,0.13447951012717851
3.1,0.1358926048045219
3.2,0.13612812058407914
3.3,0.13754121526142252
3.4,0.1382477626000942
3.5,0.13942534149788036
3.6,0.14083843617522374
3.7,0.14248704663212436
3.8,0.14295807819123882
3.9,0.14342910975035328
4.0,0.14390014130946774
4.1,0.14413565708902495
4.2,0.14578426754592558
4.3,0.14649081488459728
4.4,0.14719736222326896
4.5,0.14861045690061234
4.6,0.14931700423928404
4.7,0.15002355157795572
4.8,0.1514366462552991
4.9,0.15237870937352802
5.0,0.15308525671219972
5.1,0.15402731983042864
5.2,0.15473386716910034
5.3,0.15591144606688648
5.4,0.15661799340555818
5.5,0.1575600565237871
5.6,0.15850211964201602
5.7,0.15944418276024494
5.8,0.16062176165803108
5.9,0.16132830899670278
6.0,0.16274140367404616
6.1,0.16321243523316062
6.2,0.16391898257183232
6.3,0.16486104569006124
6.4,0.16556759302873292
6.5,0.16627414036740462
6.6,0.1669806877060763
6.7,0.16815826660386246
6.8,0.16910032972209138
6.9,0.1700423928403203
7.0,0.17145548751766368
7.1,0.17333961375412152
7.2,0.17381064531323598
7.3,0.17498822421102214
7.4,0.17616580310880828
7.5,0.17640131888836552
7.6,0.17828544512482336
7.7,0.17899199246349506
7.8,0.1801695713612812
7.9,0.18064060292039566
8.0,0.18228921337729628
8.1,0.18276024493641074
8.2,0.18535091851154029
8.3,0.18605746585021196
8.4,0.18723504474799813
8.5,0.18817710786622704
8.6,0.18841262364578426
8.7,0.18959020254357042
8.8,0.1910032972209138
8.9,0.19218087611869994
9.0,0.19359397079604335
9.1,0.19453603391427227
9.2,0.19547809703250119
9.3,0.19594912859161565
9.4,0.19712670748940178
9.5,0.19783325482807348
9.6,0.19830428638718794
9.7,0.19924634950541686
9.8,0.20042392840320303
9.9,0.2018370230805464
10.0,0.20277908619877533
10.1,0.2041921808761187
10.2,0.20560527555346209
10.3,0.20678285445124822
10.4,0.20819594912859163
10.5,0.20843146490814884
10.6,0.20937352802637776
10.7,0.209609043805935
10.8,0.21055110692416393
10.9,0.21243523316062177
11.0,0.2136128120584079
11.1,0.21502590673575128
11.2,0.21596796985398023
11.3,0.2173810645313236
11.4,0.21855864342910974
11.5,0.21926519076778145
11.6,0.21950070654733866
11.7,0.2197362223268959
11.8,0.2213848327837965
11.9,0.22256241168158267
12.0,0.2235044747998116
12.1,0.22491756947715497
12.2,0.22585963259538389
12.3,0.2268016957136128
12.4,0.2275082430522845
12.5,0.2289213377296279
12.6,0.2298634008478568
12.7,0.23056994818652848
12.8,0.23151201130475743
12.9,0.23245407442298635
13.0,0.23339613754121527
13.1,0.23410268487988695
13.2,0.2345737164390014
13.3,0.23551577955723033
13.4,0.23645784267545925
13.5,0.2376354215732454
13.6,0.23787093735280262
13.7,0.23951954780970325
13.8,0.24022609514837495
13.9,0.24093264248704663
14.0,0.2414036740461611
14.1,0.24258125294394725
14.2,0.2430522845030617
14.3,0.24399434762129063
14.4,0.245407442298634
14.5,0.24587847385774847
14.6,0.2468205369759774
14.7,0.248469147432878
14.8,0.24870466321243523
14.9,0.2491756947715497
15.0,0.25129533678756477
15.1,0.2522373999057937
15.2,0.2538860103626943
15.3,0.25506358926048045
15.4,0.25600565237870937
15.5,0.2578897786151672
15.6,0.2593028732925106
15.7,0.2616580310880829
15.8,0.2616580310880829
15.9,0.2626000942063118
16.0,0.2635421573245407
16.1,0.2647197362223269
16.2,0.26589731512011305
16.3,0.2680169571361281
16.4,0.2694300518134715
16.5,0.27084314649081487
16.6,0.2722562411681583
16.7,0.2731983042863872
16.8,0.2741403674046161
16.9,0.27555346208195947
17.0,0.2764955252001884
17.1,0.2776731040979746
17.2,0.2788506829957607
17.3,0.2788506829957607
17.4,0.27979274611398963
17.5,0.28120584079133304
17.6,0.2823834196891192
17.7,0.2828544512482336
17.8,0.2835609985869053
17.9,0.28450306170513423
18.0,0.28520960904380593
18.1,0.28662270372114934
18.2,0.2880357983984927
18.3,0.2885068299576072
18.4,0.28921337729627883
18.5,0.29062647197362224
18.6,0.29133301931229394
18.7,0.29156853509185116
18.8,0.2932171455487518
18.9,0.2943947244465379
19.0,0.29463024022609513
19.1,0.2951012717852096
19.2,0.29604333490343854
19.3,0.29698539802166746
19.4,0.2986340084785681
19.5,0.30075365049458314
19.6,0.30098916627414035
19.7,0.30193122939236927
19.8,0.3028732925105982
19.9,0.3040508714083844
20.0,0.30475741874705603
20.1,0.3052284503061705
20.2,0.30569948186528495
20.3,0.3059349976448422
20.4,0.3075836081017428
20.5,0.3092322185586434
20.6,0.3104097974564296
20.7,0.31111634479510125
20.8,0.31252943947244466
20.9,0.3130004710315591
21.0,0.3134715025906736
21.1,0.3137070183702308
21.2,0.3144135657089025
21.3,0.3158266603862459
21.4,0.31700423928403204
21.5,0.3188883655204899
21.6,0.3198304286387188
21.7,0.32124352331606215
21.8,0.3214790390956194
21.9,0.32265661799340556
22.0,0.32312764955252005
22.1,0.3243052284503062
22.2,0.3247762600094206
22.3,0.3250117757889779
22.4,0.3252472915685351
22.5,0.32642487046632124
22.6,0.32783796514366464
22.7,0.3285445124823363
22.8,0.3297220913801225
22.9,0.33042863871879413
23.0,0.3316062176165803
23.1,0.332312764955252
23.2,0.33254828073480924
23.3,0.33254828073480924
23.4,0.33325482807348095
23.5,0.3346679227508243
23.6,0.3349034385303815
23.7,0.3351389543099388
23.8,0.3356099858690532
23.9,0.3356099858690532
24.0,0.33584550164861043
24.1,0.3370230805463966
24.2,0.3377296278850683
24.3,0.33796514366462554
24.4,0.33890720678285446
24.5,0.3398492699010834
24.6,0.3405558172397551
24.7,0.3407913330193123
24.8,0.34126236457842674
24.9,0.341497880357984
25.0,0.34196891191709844
25.1,0.34267545925577014
25.2,0.34338200659444185
25.3,0.3438530381535563
25.4,0.344559585492228
25.5,0.344559585492228
25.6,0.3450306170513424
25.7,0.3455016486104569
25.8,0.3457371643900141
25.9,0.3469147432878003
26.0,0.34785680640602923
26.1,0.3485633537447009
26.2,0.34879886952425815
26.3,0.3502119642016015
26.4,0.3504474799811587
26.5,0.3504474799811587
26.6,0.3509185115402732
26.7,0.35138954309938764
26.8,0.35209609043805934
26.9,0.35233160621761656
27.0,0.35280263777673104
27.1,0.35303815355628826
27.2,0.35374470089495996
27.3,0.3546867640131889
27.4,0.3553933113518606
27.5,0.3553933113518606
27.6,0.355864342910975
27.7,0.355864342910975
27.8,0.35680640602920394
27.9,0.3570419218087612
28.0,0.35751295336787564
28.1,0.35774846914743286
28.2,0.35821950070654734
28.3,0.35845501648610456
28.4,0.3596325953838907
28.5,0.3603391427225624
28.6,0.3608101742816769
28.7,0.36151672162034854
28.8,0.3624587847385775
28.9,0.36292981629769194
29.0,0.36292981629769194
29.1,0.36340084785680643
29.2,0.36363636363636365
29.3,0.36387187941592086
29.4,0.3648139425341498
29.5,0.3648139425341498
29.6,0.3655204898728215
29.7,0.3657560056523787
29.8,0.3664625529910504
29.9,0.3674046161092793
30.0,0.36811116344795103
30.1,0.36858219500706546
30.2,0.3688177107866227
30.3,0.36928874234573716
30.4,0.36999528968440887
30.5,0.36999528968440887
30.6,0.37070183702308057
30.7,0.371172868582195
30.8,0.371172868582195
30.9,0.3718794159208667
31.0,0.3721149317004239
31.1,0.37329251059821006
31.2,0.37376354215732455
31.3,0.37447008949599625
31.4,0.3751766368346679
31.5,0.3756476683937824
31.6,0.3761186999528968
31.7,0.3768252472915685
31.8,0.37776731040979744
31.9,0.3780028261893547
32.0,0.37847385774846914
32.1,0.37870937352802636
32.2,0.37894488930758363
32.3,0.37941592086669806
32.4,0.37988695242581255
32.5,0.380357983984927
32.6,0.3810645313235987
32.7,0.3817710786622704
32.8,0.3820065944418276
32.9,0.3827131417804993
33.0,0.38341968911917096
33.1,0.38341968911917096
