seed,final_coverage,path_distance_total,trajectory_efficiency,mean_speed,mission_overlap_final,replanning_count,coverage_pct_120s,coverage_pct_200s,coverage_pct_300s,coverage_pct_350s,T50,T60,T70,T80,T85,T90,exploration_rate_120s,exploration_rate_200s,exploration_rate_300s,exploration_rate_350s,coverage_efficiency
42,0.83396316,5132.557684433292,1.6248490738435444,1.5,0.8666666666666667,1,51.204535,64.478035,80.207841,83.396316,115.39999999999772,162.29999999999507,225.0999999999915,291.79999999999785,,,0.4267044583333333,0.322390175,0.26735947,0.23827518857142857,1.6248490738435444
43,0.9074423,5132.29542323345,1.7681022333439511,1.5,0.5111111111111111,2,43.947244,64.48422,86.622704,90.74423,142.99999999999616,184.5999999999938,216.89999999999196,268.5999999999926,290.7999999999976,333.60000000000736,0.36622703333333334,0.32242109999999996,0.28874234666666665,0.2592692285714286,1.7681022333439511
44,0.93960047,5085.473568974576,1.8476164653225384,1.5,0.6888888888888889,1,50.082256,74.26557,89.400705,93.960047,117.89999999999758,147.09999999999593,176.19999999999428,241.49999999999056,266.79999999999217,305.80000000000103,0.4173521333333333,0.37132784999999996,0.29800235,0.26845727714285716,1.8476164653225384
45,0.84332553,5103.6549610507445,1.6523952666000281,1.5,0.6444444444444445,1,47.189696,60.866511,79.531616,84.332553,139.49999999999636,193.79999999999328,242.29999999999052,315.3000000000032,,,0.39324746666666666,0.304332555,0.26510538666666666,0.24095015142857143,1.6523952666000281
46,0.83132814,5112.591998899824,1.6260404510645345,1.5,0.8,1,49.469214,60.745459,79.948101,83.132814,121.89999999999735,192.09999999999337,255.99999999998974,300.7999999999999,,,0.41224345,0.303727295,0.26649366999999996,0.2375223257142857,1.6260404510645345
