threshold_pct,mean_T,std_T,n_reached,n_not_reached
50,127.53999999999705,11.438286584973524,5,0
60,175.97999999999428,18.291571829669586,5,0
70,223.2999999999916,27.176828365354115,5,0
80,283.59999999999684,25.943708293153396,5,0
85,278.7999999999949,12.000000000002728,2,3
90,319.7000000000042,13.90000000000316,2,3
