time_s,coverage_pct
0.1,6.4637
0.2,6.604215
0.3,6.697892
0.4,6.908665
0.5,7.096019
0.6,7.283372
0.7,7.423888
0.8,7.517564
0.9,7.63466
1.0,7.751756
1.1,7.868852
1.2,7.915691
1.3,8.009368
1.4,8.266979
1.5,8.290398
1.6,8.52459
1.7,8.711944
1.8,8.852459
1.9,9.063232
2.0,9.156909
2.1,9.227166
2.2,9.297424
2.3,9.367681
2.4,9.625293
2.5,9.69555
2.6,9.859485
2.7,9.976581
2.8,10.140515
2.9,10.28103
3.0,10.421546
3.1,10.515222
3.2,10.608899
3.3,10.679157
3.4,10.796253
3.5,10.983607
3.6,11.077283
3.7,11.147541
3.8,11.264637
3.9,11.358314
4.0,11.498829
4.1,11.709602
4.2,11.850117
4.3,11.990632
4.4,12.037471
4.5,12.224824
4.6,12.34192
4.7,12.482436
4.8,12.529274
4.9,12.669789
5.0,12.786885
5.1,12.880562
5.2,12.95082
5.3,13.021077
5.4,13.091335
5.5,13.185012
5.6,13.302108
5.7,13.466042
5.8,13.559719
5.9,13.723653
6.0,13.81733
6.1,13.81733
6.2,13.887588
6.3,13.957845
6.4,14.051522
6.5,14.098361
6.6,14.238876
6.7,14.332553
6.8,14.449649
6.9,14.519906
7.0,14.613583
7.1,14.613583
7.2,14.683841
7.3,14.70726
7.4,14.800937
7.5,14.871194
7.6,15.01171
7.7,15.199063
7.8,15.316159
7.9,15.409836
8.0,15.503513
8.1,15.59719
8.2,15.644028
8.3,15.761124
8.4,15.831382
8.5,15.901639
8.6,15.971897
8.7,16.065574
8.8,16.088993
8.9,16.18267
9.0,16.346604
9.1,16.393443
9.2,16.440281
9.3,16.557377
9.4,16.651054
9.5,16.697892
9.6,16.814988
9.7,16.838407
9.8,16.908665
9.9,16.978923
10.0,17.119438
10.1,17.189696
10.2,17.283372
10.3,17.330211
10.4,17.377049
10.5,17.400468
10.6,17.470726
10.7,17.540984
10.8,17.587822
10.9,17.681499
11.0,17.845433
11.1,17.892272
11.2,17.985948
11.3,18.009368
11.4,18.032787
11.5,18.079625
11.6,18.173302
11.7,18.290398
11.8,18.384075
11.9,18.430913
12.0,18.501171
12.1,18.548009
12.2,18.758782
12.3,18.782201
12.4,18.782201
12.5,18.875878
12.6,18.946136
12.7,19.063232
12.8,19.063232
12.9,19.11007
13.0,19.156909
13.1,19.227166
13.2,19.274005
13.3,19.437939
13.4,19.484778
13.5,19.555035
13.6,19.601874
13.7,19.625293
13.8,19.742389
13.9,19.789227
14.0,19.859485
14.1,19.906323
14.2,19.976581
14.3,20.046838
14.4,20.187354
14.5,20.30445
14.6,20.327869
14.7,20.351288
14.8,20.444965
14.9,20.562061
15.0,20.608899
15.1,20.679157
15.2,20.819672
15.3,20.866511
15.4,20.913349
15.5,20.936768
15.6,20.960187
15.7,21.030445
15.8,21.100703
15.9,21.194379
16.0,21.241218
16.1,21.288056
16.2,21.334895
16.3,21.451991
16.4,21.498829
16.5,21.569087
