num_uavs,environment_type,coverage_at_search_start,coverage_at_mission_end,total_targets,static_targets,dynamic_targets,time_varying_targets,detected_count,detection_rate,avg_first_detection_time,avg_assignment_delay,successful_searches,failed_searches,search_success_rate,avg_search_duration_s,total_tracking_duration_s,avg_tracking_duration_s,avg_tracking_accuracy,total_loss_events,total_reacquisition_events,completed_targets,lost_targets,mission_completion_time,search_phase_duration_s
10,static,0.8500236183278224,0.8500236183278224,8,3,3,2,5,0.625,355.1200000000123,0.0,5,3,0.625,0.10000000000002274,42.30000000000962,5.287500000001202,0.8181818181818181,1,0,4,1,420.000000000027,117.0000000000266
10,static,0.8500236183278224,0.8500236183278224,8,3,3,2,5,0.625,355.1200000000123,0.0,5,3,0.625,0.10000000000002274,42.30000000000962,5.287500000001202,0.8181818181818181,1,0,4,1,420.000000000027,117.0000000000266
10,static,0.8500236183278224,0.8500236183278224,8,3,3,2,5,0.625,355.1200000000123,0.0,5,3,0.625,0.10000000000002274,42.30000000000962,5.287500000001202,0.8181818181818181,1,0,4,1,420.000000000027,117.0000000000266
10,static,0.8502598016060463,0.8502598016060463,8,3,3,2,5,0.625,390.5000000000203,0.0,5,3,0.625,0.10000000000002274,47.20000000001073,5.9000000000013415,0.8727272727272727,0,0,4,0,420.000000000027,61.10000000001389
10,static,0.8502598016060463,0.8502598016060463,8,3,3,2,7,0.875,406.5428571428811,0.0,7,1,0.875,0.10000000000002274,70.00000000001592,8.75000000000199,0.8571428571428571,0,0,7,0,500.0000000000452,141.10000000003208
