scenario,seed,target_id,target_type,spawn_time,detection_time,detection_delay,assigned_uav,assignment_time,tracking_start,tracking_end,tracking_duration,loss_events,reacq_events,handover_events,localization_errors,avg_loc_error,tracking_accuracy,final_status,state_changes
Mixed (2S+2D+4TV),137,3,dynamic,0.2,21.90000000000004,21.700000000000042,7,21.90000000000004,22.000000000000043,30.000000000000156,8.000000000000114,0,0,0,0.0000,0.0,1.0,completed,0
Mixed (2S+2D+4TV),137,4,time_varying,0.2,0.30000000000000004,0.10000000000000003,0,0.30000000000000004,0.4,8.499999999999986,8.099999999999985,0,0,1,0.0000,0.0,1.0,completed,0
Mixed (2S+2D+4TV),137,5,time_varying,0.2,2.9000000000000012,2.700000000000001,8,2.9000000000000012,3.0000000000000013,11.099999999999977,8.099999999999975,0,0,0,0.0000,0.0,0.7857142857142857,completed,0
Mixed (2S+2D+4TV),137,6,time_varying,0.2,53.200000000000486,53.00000000000048,1,53.200000000000486,53.30000000000049,61.3000000000006,8.000000000000114,0,0,0,0.0000,0.0,0.7058823529411765,completed,2
Mixed (2S+2D+4TV),137,7,time_varying,0.2,,,,,,,0.0,0,0,0,0.0000,0.0,0.0,undiscovered,3
Mixed (2S+2D+4TV),256,0,static,0.2,45.20000000000037,45.00000000000037,7,45.20000000000037,45.300000000000374,54.4000000000005,9.10000000000013,0,0,0,0.0000,0.0,0.5263157894736842,completed,0
Mixed (2S+2D+4TV),256,1,static,0.2,69.70000000000032,69.50000000000031,2,69.70000000000032,69.80000000000031,77.89999999999985,8.09999999999954,0,0,0,0.0000,0.0,1.0,completed,0
Mixed (2S+2D+4TV),256,2,dynamic,0.2,7.499999999999989,7.299999999999989,5,7.499999999999989,7.599999999999989,19.400000000000006,11.800000000000017,0,0,0,0.0000,0.0,0.5238095238095238,completed,0
Mixed (2S+2D+4TV),256,3,dynamic,0.2,37.80000000000027,37.600000000000264,0,37.80000000000027,37.90000000000027,45.90000000000038,8.000000000000114,0,0,0,0.0000,0.0,1.0,completed,0
Mixed (2S+2D+4TV),256,4,time_varying,0.2,44.20000000000036,44.000000000000355,7,44.20000000000036,44.30000000000036,,4.4000000000000625,1,0,0,0.0000,0.0,0.10714285714285714,lost,3
Mixed (2S+2D+4TV),256,5,time_varying,0.2,15.99999999999996,15.79999999999996,3,15.99999999999996,16.09999999999996,24.100000000000072,8.000000000000114,0,0,0,0.0000,0.0,1.0,completed,1
