time_s,explored_fraction,mean_target_separation,frontier_reuse_frequency,target_reassignment_count,revisit_ratio,active_frontier_count,mean_speed,mean_pairwise_distance
0.1,0.015588096362777516,8.41833535290006,0.0,0,0.5,3,0.0,4.212183902854398
0.2,0.015588096362777516,8.41833535290006,0.0,0,0.6666666666666666,3,0.0,4.212183902854398
0.30000000000000004,0.015588096362777516,8.41833535290006,0.0,0,0.75,3,0.0,4.212183902854398
0.4,0.015588096362777516,8.41833535290006,0.0,0,0.8,3,0.0,4.212183902854398
0.5,0.015588096362777516,8.41833535290006,0.0,0,0.8333333333333334,3,0.0,4.212183902854398
0.6,0.015588096362777516,8.41833535290006,0.0,0,0.8571428571428571,3,0.0,4.212183902854398
0.7,0.015588096362777516,8.41833535290006,0.0,0,0.875,3,0.0,4.212183902854398
0.7999999999999999,0.015588096362777516,8.41833535290006,0.0,0,0.8888888888888888,3,0.0,4.212183902854398
0.8999999999999999,0.015588096362777516,8.41833535290006,0.0,0,0.9,3,0.0,4.212183902854398
0.9999999999999999,0.015588096362777516,8.41833535290006,0.0,0,0.9090909090909091,3,0.0,4.212183902854398
1.0999999999999999,0.015588096362777516,8.41833535290006,0.0,0,0.9166666666666666,3,0.0,4.212183902854398
1.2,0.015588096362777516,8.41833535290006,0.0,0,0.9230769230769231,3,0.0,4.212183902854398
1.3,0.015588096362777516,8.41833535290006,0.0,0,0.9285714285714286,3,0.0,4.212183902854398
1.4000000000000001,0.015588096362777516,8.41833535290006,0.0,0,0.9333333333333333,3,0.0,4.212183902854398
1.5000000000000002,0.015588096362777516,8.41833535290006,0.0,0,0.9375,3,0.0,4.212183902854398
1.6000000000000003,0.015588096362777516,8.41833535290006,0.0,0,0.9411764705882353,3,0.0,4.212183902854398
1.7000000000000004,0.015588096362777516,8.41833535290006,0.0,0,0.9444444444444444,3,0.0,4.212183902854398
1.8000000000000005,0.015588096362777516,8.41833535290006,0.0,0,0.9473684210526315,3,0.0,4.212183902854398
1.9000000000000006,0.015588096362777516,8.41833535290006,0.0,0,0.95,3,0.0,4.212183902854398
2.0000000000000004,0.01582427964100142,8.41833535290006,0.7,10,0.9523809523809523,3,1.5,4.204805495839118
2.1000000000000005,0.01629664619744922,8.41833535290006,0.7,0,0.95,3,1.5,4.190239695674871
2.2000000000000006,0.01629664619744922,8.41833535290006,0.7,0,0.9391304347826087,3,1.5,4.168870060182191
2.3000000000000007,0.01629664619744922,8.41833535290006,0.7,0,0.9416666666666667,3,1.4999999999999998,4.141276117564662
